uri,artist_names,track_name,search_term
spotify:track:73aNc2V32NpepB8lLhnDjW,Jovanny Cadena Y Su Estilo Privado,El Final de Nuestra Historia,jovanny cadena y su estilo privado el final de nuestra historia
spotify:track:2XlGKZNMkRKvEJsbwQ6MCl,"Grupo Firme, Grupo Codiciado",Gracias - En Vivo,"grupo firme, grupo codiciado gracias - en vivo"
spotify:track:3D3W7rDsuJIAtjInwh6Moc,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),"luis angel ""el flaco"", grupo firme hasta la miel amarga (feat. grupo firme)"
spotify:track:5VZUk1ryO5RjKEd2txFNhU,Kenia OS,Los Santos,kenia os los santos
spotify:track:3XjN0mvFkQp1FMVM9Ro5hm,Daddy Yankee,RUMBATÓN,daddy yankee rumbatón
spotify:track:1l77YWrGUp3qX3NS1rz7lq,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,banda ms de sergio lizárraga el color de tus ojos
spotify:track:5QxL7Nv8J5gPqD6H0bKmAN,"Luis Alfonso Partida El Yaki, Grupo Firme",Dile A Tu Orgullo (En Vivo),"luis alfonso partida el yaki, grupo firme dile a tu orgullo (en vivo)"
spotify:track:4OvWsid9gwU8nimd6KIXN6,Grupo Firme,Pideme - En Vivo,grupo firme pideme - en vivo
spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,coldplay the scientist
spotify:track:4cV6ld7uIs906zOwNscoBM,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,"los plebes del rancho de ariel camacho, christian nodal 2 veces"
spotify:track:63bmZnBN1CiJ9sA4qTEe8y,Christian Nodal,Adiós Amor,christian nodal adiós amor
spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,"elton john, dua lipa, pnau cold heart - pnau remix"
spotify:track:2MHCMQssNyjDokJCkZYTt7,"Natanael Cano, Junior H",Mochila,"natanael cano, junior h mochila"
spotify:track:3RJtmjTdfo1Tz1Ys122y5y,Natanael Cano,Estrellas,natanael cano estrellas
spotify:track:0bBd6K5X4W7t9GyXcaVOA7,"J Balvin, Ed Sheeran",Sigue,"j balvin, ed sheeran sigue"
spotify:track:4At5UqkhN2soNreIhYdx5X,Natanael Cano,Madrid,natanael cano madrid
spotify:track:6OpRwk4F7sD8lcNwQdekpO,"Luis Alfonso Partida El Yaki, Grupo Firme",Dile a Tu Orgullo - En Vivo,"luis alfonso partida el yaki, grupo firme dile a tu orgullo - en vivo"
spotify:track:2M4UXjgRjbQnS8s7lNR9g3,Kenia OS,Se Fue la Luz,kenia os se fue la luz
spotify:track:3RiPr603aXAoi4GHyXx0uy,Coldplay,Hymn for the Weekend,coldplay hymn for the weekend
spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,"the chainsmokers, coldplay something just like this"
spotify:track:77dMSg2VHi2wwXjXNrmcrZ,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),"paulo londra, lenny tavárez nena maldición (feat. lenny tavárez)"
spotify:track:26w9NTiE9NGjW1ZvIOd1So,Bad Bunny,BOOKER T,bad bunny booker t
spotify:track:4WsKll6m7ag53rVU4ONJcG,Natanael Cano,Free Nata,natanael cano free nata
spotify:track:3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,anitta envolver
spotify:track:3kYTY4EZu7vJYCL7ojqk5H,"Ovi, Kim Loaiza",Despues De Las 12,"ovi, kim loaiza despues de las 12"
spotify:track:7wBrglFVTNCcW6IhdgBkm1,Coldplay,Paradise,coldplay paradise
spotify:track:3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,Cool for the Summer,demi lovato cool for the summer
spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,coldplay a sky full of stars
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,Fix You,coldplay fix you
spotify:track:0BCPKOYdS2jbQ8iyB56Zns,Coldplay,Clocks,coldplay clocks
spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,adele easy on me
spotify:track:78kygHp1dvW1kncYjBgbe1,Ryan Castro,Mujeriego,ryan castro mujeriego
spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,"bad bunny, sech ignorantes"
spotify:track:5ddFjrPG8NgQQ6xlOQIVd2,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,"c. tangana, niño de elche, la húngara tú me dejaste de querer"
spotify:track:71iAechwVKGu26pahzFL0k,Morat,Cuando Nadie Ve,morat cuando nadie ve
spotify:track:4e4t1qNN47CzmCxFffzs4U,"Daddy Yankee, Rauw Alejandro, Nile Rodgers",AGUA,"daddy yankee, rauw alejandro, nile rodgers agua"
spotify:track:70AYiGbc4mWZGEqiipBBDb,ROSALÍA,CANDY,rosalía candy
spotify:track:6hH6QJ9ZAO0Z6m7PfvLoXW,ROSALÍA,CHICKEN TERIYAKI,rosalía chicken teriyaki
spotify:track:44QaJIq6GHmYlLoD46MZ91,Kenia OS,La Carta,kenia os la carta
spotify:track:65MqlYPOWReasKWcuCaOCW,Daddy Yankee,REMIX,daddy yankee remix
spotify:track:3oQwe85XEzQydpBGyAvgPv,Kenia OS,La Noche,kenia os la noche
spotify:track:272vIYVYzfAgHUQRUYWmhP,"Daddy Yankee, Sech",PARA SIEMPRE,"daddy yankee, sech para siempre"
spotify:track:6Y46tOTRhkBamosyuWa6YX,"ROSALÍA, The Weeknd",LA FAMA,"rosalía, the weeknd la fama"
spotify:track:2NYqx7lx6fSWv7LoxgONEL,Kenia OS,Shillin',kenia os shillin'
spotify:track:5Pg4qYTcvCUBBq3jBhKq0t,"Daddy Yankee, Pitbull",HOT,"daddy yankee, pitbull hot"
spotify:track:4bV5sf2B4hWBBd5HQ8S7KB,"4*TOWN (From Disney and Pixar’s Turning Red), Jordan Fisher, Finneas O'Connell, Topher Ngo, Grayson Villanueva, Josh Levi",Nobody Like U,"4*town (from disney and pixar’s turning red), jordan fisher, finneas o'connell, topher ngo, grayson villanueva, josh levi nobody like u"
spotify:track:3qUdysxsu5FDvOl7nR5vln,"Daddy Yankee, Myke Towers",PASATIEMPO,"daddy yankee, myke towers pasatiempo"
spotify:track:2WL6GQzPuK9Nrpy9XwNEbz,Nirvana,Something In The Way,nirvana something in the way
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,eminem without me
spotify:track:1o1O7nDie7zzsdHKZxhgQD,Siddhartha,00:00,siddhartha 00:00
spotify:track:4kroNlz8BTfswE4M0i3YCh,ROSALÍA,HENTAI,rosalía hentai
spotify:track:6KR2BpnlHSze6xwPv1xQ4l,Ha*Ash,Lo Que un Hombre Debería Saber,ha*ash lo que un hombre debería saber
spotify:track:0QBzMgT7NIeoCYy3sJCof1,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),"camila cabello, ed sheeran bam bam (feat. ed sheeran)"
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,doja cat woman
spotify:track:2JJSGhPpATm8lXeYjD95fw,Bobby Pulido,Desvelado,bobby pulido desvelado
spotify:track:4j4w4CXm6BSr0s25wAWrrX,"Bad Bunny, Yaviah",Bichiyal,"bad bunny, yaviah bichiyal"
spotify:track:6srBp90EwADKAF7PorGiUC,Adolescent's Orquesta,Virgen,adolescent's orquesta virgen
spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,gayle abcdefu
spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,"the weeknd, ariana grande save your tears (remix) (with ariana grande) - bonus track"
spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),"lil nas x, jack harlow industry baby (feat. jack harlow)"
spotify:track:5jzEwSyyymBlf1fa1o39T2,"Mora, Jhayco",512,"mora, jhayco 512"
spotify:track:7mFj0LlWtEJaEigguaWqYh,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,"megan thee stallion, dua lipa sweetest pie"
spotify:track:4xbMF8jx0msGGgrtJaAuXE,"Millonario & W. Corona, Cartel De Santa",Éxtasis,"millonario & w. corona, cartel de santa éxtasis"
spotify:track:7cx9L3i88euMfx1oNCqDAD,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,"boza, lunay, lenny tavárez, juhn, beéle ella - remix"
spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),"the weeknd, ariana grande save your tears (with ariana grande) (remix)"
spotify:track:2J3oaXTqKjGGHCOQLeBnBA,ROSALÍA,SAOKO,rosalía saoko
spotify:track:5QKk5N5xJQGsWMhPM80Kfv,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",No se habla de Bruno,"carolina gaitán - la gaita, mauro castillo, daniela sierra, juanse diez, isabel garcés, olga lucía vives, encanto - elenco no se habla de bruno"
spotify:track:23XjN1s3DZC8Q9ZwuorYY4,Bad Bunny,TE DESEO LO MEJOR,bad bunny te deseo lo mejor
spotify:track:1kjs5eR4DMzyB0gm1Z8waV,Trueno,DANCE CRIP,trueno dance crip
spotify:track:5UlnuulVAVmmesw4VzqHdG,"Imagine Dragons, Arcane, League of Legends",Enemy - From the series Arcane League of Legends,"imagine dragons, arcane, league of legends enemy - from the series arcane league of legends"
spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhay Cortez",Fiel,"los legendarios, wisin, jhay cortez fiel"
spotify:track:06IceO7e9isF3nX3y7dOTe,"Lupillo Rivera, Aleman, Santa Fe Klan, Snoop Dogg, B-Real",Grandes Ligas,"lupillo rivera, aleman, santa fe klan, snoop dogg, b-real grandes ligas"
spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,bad bunny yo perreo sola
spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),"doja cat, sza kiss me more (feat. sza)"
spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,Rauw Alejandro,Sexo Virtual,rauw alejandro sexo virtual
spotify:track:7iHHlCbsFou5DZSW5HCPfs,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,"boza, lunay, lenny tavárez, juhn, beéle ella - remix"
spotify:track:6FmNYdaLvcxqTiXjpXMriI,"Alex Luna, DAAZ, Christian Nodal",Te Marqué Pedo - Remix,"alex luna, daaz, christian nodal te marqué pedo - remix"
spotify:track:30eHHpkjMNqb2F0V8nXjbJ,Conjunto Rienda Real,Nadie Va A Pensar En Ti Mejor Que Yo,conjunto rienda real nadie va a pensar en ti mejor que yo
spotify:track:00jpfco62YfQj1BBYCCuKH,Cartel De Santa,Leve,cartel de santa leve
spotify:track:7hbk4BaF66O09R1gq0bKwj,Christian Nodal,No Te Contaron Mal,christian nodal no te contaron mal
spotify:track:3KJ3opyV29269SXkPrc19l,Bad Bunny,120,bad bunny 120
spotify:track:4skuEIloXWuxxgekKupkEH,Mon Laferte,Tu Falta De Querer,mon laferte tu falta de querer
spotify:track:7kjEqI6eZ7YlFrGhxixnlN,Bad Bunny,ANTES QUE SE ACABE,bad bunny antes que se acabe
spotify:track:1oLp4xkeNCxjMy4glz0vbL,Mario Bautista,Brindo,mario bautista brindo
spotify:track:41yHlQmNvtjRpoexYcSyJp,Ozuna,Deprimida,ozuna deprimida
spotify:track:29gcdJL6O6K11Z4eV8Qhk6,Ramon Vega,Tírame Un Hello,ramon vega tírame un hello
spotify:track:2gQPv5jvVPqU2a9HhMNO1v,BoyWithUke,Toxic,boywithuke toxic
spotify:track:5Myb8S90Wg0yLec5kmrIGJ,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,"los ángeles azules, belinda, lalo ebratt, horacio palencia amor a primera vista"
spotify:track:5bP1RCdGcUxkwASwKAbPHa,La Fiera de Ojinaga,No Paras de Hacerme Feliz,la fiera de ojinaga no paras de hacerme feliz
spotify:track:2MxHuZWC99rsELX9SrCW7K,"Wisin, Camilo, Los Legendarios",Buenos Días,"wisin, camilo, los legendarios buenos días"
spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","eminem lose yourself - from ""8 mile"" soundtrack"
spotify:track:63Zaf8Rci6eOUPqDQ4fUFx,"Camilo, Christian Nodal",La Mitad,"camilo, christian nodal la mitad"
spotify:track:2b5Worm8h9yAJOw2jc4zZp,"Kenia OS, Snow Tha Product",Joder,"kenia os, snow tha product joder"
spotify:track:1f6PB9enEpg3o07aHu0Cl4,Morat,Llamada Perdida,morat llamada perdida
spotify:track:29FljZjbNMcXlHAf2lKHbR,"Santa RM, Franco Escamilla",Mucho para Mí,"santa rm, franco escamilla mucho para mí"
spotify:track:503OTo2dSqe7qk76rgsbep,"Dr. Dre, Snoop Dogg",Still D.R.E.,"dr. dre, snoop dogg still d.r.e."
spotify:track:6DoeuCz4P0NmD4aCghjgpf,"Santa Fe Klan, MC Davo",Callejera,"santa fe klan, mc davo callejera"
spotify:track:0pi1spZ3Upm2gXb1OVDq5y,Grupo 360,La Barda,grupo 360 la barda
spotify:track:4ggabbjjuHrG06SsYnqvEs,Chayín Rubio,Ya Me Enteré,chayín rubio ya me enteré
spotify:track:4jcxBTrNvyqMJdMDyyjdYV,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,"christian nodal, ángela aguilar dime cómo quieres"
spotify:track:587p8shYuTXUhThG3t9x60,Los Tucanes De Tijuana,El Amor Soñado,los tucanes de tijuana el amor soñado
spotify:track:3JCaq3KDSROg3TXhdiDa9n,"Jhayco, Anuel AA",Ley Seca,"jhayco, anuel aa ley seca"
spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook,Stay Alive (Prod. SUGA of BTS),jung kook stay alive (prod. suga of bts)
spotify:track:25ZAibhr3bdlMCLmubZDVt,"J Balvin, Bad Bunny",QUE PRETENDES,"j balvin, bad bunny que pretendes"
spotify:track:68QcquxCS39cQGTsRrJWIR,Bad Bunny,Amorfoda,bad bunny amorfoda
spotify:track:66x45Yh9x397PWpxMX0ZDT,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY),"j balvin, dua lipa, bad bunny, tainy un dia (one day)"
spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,eminem the real slim shady
spotify:track:7sOfmPd18RWp3FoCzpa7Kw,Bad Bunny,Soliá,bad bunny soliá
spotify:track:3pm4XtcsRIFFtH2UErk62R,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,"yandel, bad bunny canción con yandel"
spotify:track:53v2u51nq3CxiKUNphRzP1,"Bad Bunny, Ñengo Flow",Que Malo,"bad bunny, ñengo flow que malo"
spotify:track:4gvrJnKCKIPiacNsWVQwEU,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"ckay, dj yo!, ax'el love nwantiti (feat. dj yo! & ax'el) - remix"
spotify:track:5LxtXRqA2i3LBWdJiqE91O,"Gera MX, Jayrick, Ervin River",Complicado,"gera mx, jayrick, ervin river complicado"
spotify:track:5c4KBG3ATUOmP8y2KHGGoI,Maluma,Cositas de la USA,maluma cositas de la usa
spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,kali uchis telepatía
spotify:track:2MeEuwplwbbjZ7hxRI6viw,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),"grupo firme, marca mp el güero (feat. marca mp)"
spotify:track:3Kkjo3cT83cw09VJyrLNwX,Adele,Oh My God,adele oh my god
spotify:track:5MyEACD2kRFeh231Z6FkdE,Cartel De Santa,Bombos y Tarolas,cartel de santa bombos y tarolas
spotify:track:4uP3pUP18ennmz0tb3GphR,Bad Bunny,Solo de Mi,bad bunny solo de mi
spotify:track:350kyj3PwTFlQMOpWzRd3O,Diego Verdaguer,Volveré,diego verdaguer volveré
spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,"imagine dragons, jid, arcane, league of legends enemy (with jid) - from the series arcane league of legends"
spotify:track:66veRqqrxhfa1Q9088RmPS,Diego Verdaguer,Quién De Los Dos Será,diego verdaguer quién de los dos será
spotify:track:3ykJeceAqPKiwnFPpzUNUq,Diego Verdaguer,Voy A Conquistarte,diego verdaguer voy a conquistarte
spotify:track:2OY00BdjZx4wVLoAsFaked,Diego Verdaguer,La Ladrona,diego verdaguer la ladrona
spotify:track:4HjIiXDTRKEVXL6Jov3kCY,Diego Verdaguer,Tonta,diego verdaguer tonta
spotify:track:0LPcBW66vudTxR0HcauKNy,Los Dos Carnales,Los Caminos de la Vida - Spotify Singles,los dos carnales los caminos de la vida - spotify singles
spotify:track:4vv8wcnT04GHHbUCFBAiHF,"Randy, Ape Drums",23 (With Ape Drums),"randy, ape drums 23 (with ape drums)"
spotify:track:1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,the weeknd sacrifice
spotify:track:5PmWyQJswdEUqfD2kJziVq,Ldln,Soy el Ratón - En Vivo,ldln soy el ratón - en vivo
spotify:track:3xv8JksRyqHa1lwkM9xvJf,"Anuel AA, Myke Towers, Jhay Cortez",Súbelo,"anuel aa, myke towers, jhay cortez súbelo"
spotify:track:0Be7sopyKMv8Y8npsUkax2,Sebastian Yatra,Tacones Rojos,sebastian yatra tacones rojos
spotify:track:6VUtRAE5fkJQfWqFhEWy1H,Ldln,Soy el Ratón - En Vivo,ldln soy el ratón - en vivo
spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,"sebastian yatra, myke towers pareja del año"
spotify:track:3WQilym5Vi4ypxb70vx0eY,Junior H,Mente Positiva,junior h mente positiva
spotify:track:4CLkDJ4xLqkV4Vt2vPOny1,El Fantasma,Palabra de Hombre,el fantasma palabra de hombre
spotify:track:6P096SaOzrgGxs8NWOfX7M,"Tiago PZK, Trueno",Salimo de Noche,"tiago pzk, trueno salimo de noche"
spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,olivia rodrigo traitor
spotify:track:0KUPRHjyvFMnl4XLN3q1S1,"Polo Gonzalez, Aldo Trujillo",Tan Solo Morro,"polo gonzalez, aldo trujillo tan solo morro"
spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',måneskin beggin'
spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,doja cat need to know
spotify:track:4loQgPwJHocL3dFwLfjb1J,"Rauw Alejandro, Anuel AA",Reloj,"rauw alejandro, anuel aa reloj"
spotify:track:0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,oliver tree life goes on
spotify:track:0gOwkN1piWLMINfj97SogV,"Pancho Barraza, Grupo Firme",Música Romántica,"pancho barraza, grupo firme música romántica"
spotify:track:3D3ek5Ts78bkWEopL6zIjv,"Gera MX, Santa Fe Klan",Problemático,"gera mx, santa fe klan problemático"
spotify:track:5MwtHzPO5Olk9PauYV6KDa,Código FN,El Ratón (Versión Acústico),código fn el ratón (versión acústico)
spotify:track:5bQLsyTrUaMQRfr6whwGe5,Rauw Alejandro,Aquel Nap ZzZz,rauw alejandro aquel nap zzzz
spotify:track:61YzdCCBPM5Pc7lIiD5i8C,"K'NAAN, Adam Levine",Bang Bang,"k'naan, adam levine bang bang"
spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,jaymes young infinity
spotify:track:70w1mwTod6NgCNV6e7ZlIQ,"Grupo Firme, Luis Alfonso Partida El Yaki",Cada Vez Te Extraño Más,"grupo firme, luis alfonso partida el yaki cada vez te extraño más"
spotify:track:3dkEwOKhFselY2m22Nj2vi,"Grupo Firme, Banda Coloso",El Amor No Fue Pa´ Mí - En Vivo,"grupo firme, banda coloso el amor no fue pa´ mí - en vivo"
spotify:track:6G2xXQRSZlEzYsUEb3uvuR,Ivan Cornejo,Está Dañada,ivan cornejo está dañada
spotify:track:7hU3IHwjX150XLoTVmjD0q,LISA,MONEY,lisa money
spotify:track:2SLwbpExuoBDZBpjfefCtV,The Weeknd,Out of Time,the weeknd out of time
spotify:track:5reQI13tWWYDLMrGcUF4Mk,"Monsieur Periné, Vicente Garcia",Nuestra Canción,"monsieur periné, vicente garcia nuestra canción"
spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,ed sheeran bad habits
spotify:track:6VOb0Kkrd45Bp5RHYSla2J,"Reik, Maluma",Perfecta,"reik, maluma perfecta"
spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,The Weeknd,Gasoline,the weeknd gasoline
spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,"justin quiles, chimbala, zion & lennox loco"
spotify:track:2Ghp894n1laIf2w98VeAOJ,The Weeknd,How Do I Make You Love Me?,the weeknd how do i make you love me?
spotify:track:2D4dV2KXDTszzJ3p3cFqhA,The Weeknd,Less Than Zero,the weeknd less than zero
spotify:track:6dmXZ9B5HdFAyzHeTneYBK,"ROSALÍA, The Weeknd",LA FAMA,"rosalía, the weeknd la fama"
spotify:track:16alCAQtM9TPU6FUexEUnh,Kenia OS,La Noche,kenia os la noche
spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,olivia rodrigo favorite crime
spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,olivia rodrigo good 4 u
spotify:track:63USmok1OioBzKuWGW9wAg,"Los Ángeles Azules, Natalia Lafourcade",Nunca Es Suficiente,"los ángeles azules, natalia lafourcade nunca es suficiente"
spotify:track:1nUj6NRv9nq9pEIdl6ZOoc,"Gerardo Ortiz, Aleman",Tranquilito - Remix,"gerardo ortiz, aleman tranquilito - remix"
spotify:track:53PoPAD389bBE4ePYuT95g,Los Dos Carnales,El Envidioso,los dos carnales el envidioso
spotify:track:1q0PYXTbDsirp2l74ng6pn,"J Balvin, Skrillex",In Da Getto,"j balvin, skrillex in da getto"
spotify:track:2PxGGRmj5yunYdNF2Ud2vm,Vicente Fernández,Mujeres Divinas,vicente fernández mujeres divinas
spotify:track:1zzyjgwQrOj3p5Gjc7KLo4,Firme,El Amor Soñado - En Vivo,firme el amor soñado - en vivo
spotify:track:3K6noLeoPTQJ5jUErC8jT5,Calibre 50,Simplemente Gracias,calibre 50 simplemente gracias
spotify:track:2FDFz5TuYlpP180AUicAcl,Vicente Fernández,Acá Entre Nos,vicente fernández acá entre nos
spotify:track:3fBJNawfhtgCmo58trRK2z,Banda MS de Sergio Lizárraga,Cerrando Ciclos,banda ms de sergio lizárraga cerrando ciclos
spotify:track:2K1CQMoG2Dy5nmeOYnhoi8,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,"j balvin, karol g, nicky jam, crissin, totoy el frio, natan & shander poblado - remix"
spotify:track:5GkeaIeCEfB0LOqk7sIVHQ,Los Elegantes de Jerez,Tú,los elegantes de jerez tú
spotify:track:57dG9il4j7Hi7G8Cqgi0Ts,Joan Sebastian,Tatuajes,joan sebastian tatuajes
spotify:track:7A1Y4WZhvsyeKx4iG1ePX0,"Fuerza Regida, Calle 24",Que Esta Pasando,"fuerza regida, calle 24 que esta pasando"
spotify:track:3QXBaUQ8iwP2WI1GpQIP18,Fuerza Regida,Descansando,fuerza regida descansando
spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,mariah carey all i want for christmas is you
spotify:track:0IrKbfhVKW0xpPEzRDeSUb,Luis Miguel,Santa Claus Llegó a La Ciudad,luis miguel santa claus llegó a la ciudad
spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,wham! last christmas
spotify:track:7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,bobby helms jingle bell rock
spotify:track:3qCeq0rWK67SoBDgFd2sId,José Feliciano,Feliz Navidad,josé feliciano feliz navidad
spotify:track:6UN6W5tj0qrMYV8N9MQMJC,Vicente Fernández,Hermoso Cariño,vicente fernández hermoso cariño
spotify:track:26xQbFpVg8JCT5NKQFJXg8,"Fuerza Regida, Calle 24",Que Esta Pasando,"fuerza regida, calle 24 que esta pasando"
spotify:track:3gqgSM82j6NMAj4Jllr06T,Valentín Elizalde,Vete Ya,valentín elizalde vete ya
spotify:track:2LXOSAYiSrTfIf8smheLaz,"MC Davo, Calibre 50",¿Quién Te Crees?,"mc davo, calibre 50 ¿quién te crees?"
spotify:track:3V5mrjHNr7VFhcUJ5oh45V,Pancho Barraza,Mi Enemigo El Amor,pancho barraza mi enemigo el amor
spotify:track:5bpklP2B9Nlj5BO90RuCyA,"Kim Loaiza, Zion & Lennox",Mejor Sola,"kim loaiza, zion & lennox mejor sola"
spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,"myke towers, juhn bandido"
spotify:track:27RSJHEA99Y0Vsow7nA37A,"Sech, Jhay Cortez",911 - Remix,"sech, jhay cortez 911 - remix"
spotify:track:3Y1Xr5Hfie9SDXPxIHSgbz,Carin Leon,Que Mas Puedo Pedir (Bonus Track),carin leon que mas puedo pedir (bonus track)
spotify:track:5RwV8BvLfX5injfqYodke9,Rauw Alejandro,Todo De Ti,rauw alejandro todo de ti
spotify:track:3PwRuzdphgedcWVUOVYJ7I,Rauw Alejandro,Cúrame,rauw alejandro cúrame
spotify:track:0PwFN7vRvY80Hnkoew2x3f,"Rauw Alejandro, Mr. Naisgai",2/Catorce,"rauw alejandro, mr. naisgai 2/catorce"
spotify:track:0giiXonRhODYy4J1iy4Lb3,Rauw Alejandro,Sexo Virtual,rauw alejandro sexo virtual
spotify:track:6u6kH7V7Tx5xDJtF82vVw0,Vicente Fernández,Estos Celos,vicente fernández estos celos
spotify:track:2qyLvNLktrdc67OgaayqMW,Rauw Alejandro,Aquel Nap ZzZz,rauw alejandro aquel nap zzzz
spotify:track:3gA2qpAbnuKLQV8Q9ZtIcf,Vicente Fernández,Qué de Raro Tiene,vicente fernández qué de raro tiene
spotify:track:09gysnJpfQ3ublBmJDfcEC,"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"amaarae, kali uchis, moliy sad girlz luv money remix (feat. kali uchis and moliy)"
spotify:track:1mWdTewIgB3gtBM3TOSFhB,BTS,Butter,bts butter
spotify:track:6c32C8T3KlXrbvWSoD5aON,Myke Towers,Experimento,myke towers experimento
spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),"dua lipa, dababy levitating (feat. dababy)"
spotify:track:2HFrlVZI1PHNwfNiIC8mkb,"Ivan Cornejo, Jhay Cortez",Está Dañada - Remix,"ivan cornejo, jhay cortez está dañada - remix"
spotify:track:66NashMGX3stxpmbJ71j8j,Adriel Favela,La Escuela No Me Gusto,adriel favela la escuela no me gusto
spotify:track:6MEBxXI2n3FzPHrGRYFdL8,Rauw Alejandro,La Old Skul,rauw alejandro la old skul
spotify:track:6UU24wuWgGwuSBAxDH866Z,"Kidd Keo, Yay",Ma Vie (feat. Yay),"kidd keo, yay ma vie (feat. yay)"
spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,olivia rodrigo drivers license
